R,G,B,R',G',B',X,Y,Z,L',M',S',L,M,S,L,a,b,,RGB,Min,Max
0.312500,0.500000,0.000000,0.079581,0.214041,0.000000,0.115059,0.169997,0.024844,0.147599,0.162562,0.067336,0.528479,0.545766,0.406833,0.542694,-0.096831,0.111801,,,,
0.375000,0.500000,0.000000,0.116016,0.214041,0.000000,0.130870,0.177745,0.025491,0.162620,0.170284,0.070554,0.545831,0.554274,0.413213,0.553072,-0.080299,0.113749,,,,
0.437500,0.500000,0.000000,0.160683,0.214041,0.000000,0.150253,0.187245,0.026284,0.181035,0.179750,0.074500,0.565701,0.564360,0.420776,0.565227,-0.062085,0.116041,,,,
0.500000,0.500000,0.000000,0.214041,0.214041,0.000000,0.173408,0.198593,0.027231,0.203033,0.191059,0.079213,0.587745,0.575956,0.429469,0.579033,-0.042729,0.118657,,,,
0.562500,0.500000,0.000000,0.276518,0.214041,0.000000,0.200519,0.211880,0.028341,0.228790,0.204300,0.084731,0.611616,0.588965,0.439219,0.594342,-0.022715,0.121571,,,,
0.625000,0.500000,0.000000,0.348510,0.214041,0.000000,0.231760,0.227191,0.029619,0.258470,0.219558,0.091090,0.636996,0.603277,0.449943,0.610997,-0.002440,0.124757,,,,
0.687500,0.500000,0.000000,0.430393,0.214041,0.000000,0.267294,0.244605,0.031073,0.292228,0.236913,0.098323,0.663602,0.618770,0.461550,0.628845,0.017785,0.128185,,,,
0.750000,0.500000,0.000000,0.522522,0.214041,0.000000,0.307273,0.264198,0.032709,0.330210,0.256438,0.106461,0.691189,0.635322,0.473947,0.647736,0.037738,0.131827,,,,
0.812500,0.500000,0.000000,0.625232,0.214041,0.000000,0.351844,0.286042,0.034533,0.372554,0.278206,0.115533,0.719554,0.652813,0.487044,0.667533,0.057264,0.135658,,,,
0.875000,0.500000,0.000000,0.738845,0.214041,0.000000,0.401146,0.310204,0.036550,0.419394,0.302285,0.125568,0.748527,0.671129,0.500757,0.688110,0.076268,0.139653,,,,
0.937500,0.500000,0.000000,0.863669,0.214041,0.000000,0.455313,0.336751,0.038766,0.470855,0.328741,0.136594,0.777969,0.690162,0.515004,0.709353,0.094698,0.143790,,,,
1.000000,0.500000,0.000000,1.000000,0.214041,0.000000,0.514474,0.365745,0.041187,0.527060,0.357634,0.148636,0.807768,0.709817,0.529714,0.731163,0.112532,0.148048,,,,
0.000000,0.562500,0.000000,0.000000,0.276518,0.000000,0.104029,0.197752,0.030270,0.148296,0.188223,0.077910,0.529310,0.573091,0.427101,0.564472,-0.152416,0.116817,,,,
0.062500,0.562500,0.000000,0.005156,0.276518,0.000000,0.106266,0.198849,0.030361,0.150421,0.189315,0.078365,0.531826,0.574198,0.427931,0.565877,-0.149752,0.117076,,,,
0.125000,0.562500,0.000000,0.014350,0.276518,0.000000,0.110256,0.200804,0.030525,0.154212,0.191264,0.079177,0.536257,0.576162,0.429404,0.568362,-0.145094,0.117536,,,,
0.187500,0.562500,0.000000,0.029343,0.276518,0.000000,0.116762,0.203993,0.030791,0.160393,0.194441,0.080501,0.543328,0.579335,0.431785,0.572358,-0.137742,0.118277,,,,
0.250000,0.562500,0.000000,0.050876,0.276518,0.000000,0.126106,0.208572,0.031173,0.169271,0.199005,0.082403,0.553172,0.583832,0.435160,0.577986,-0.127672,0.119323,,,,
0.312500,0.562500,0.000000,0.079581,0.276518,0.000000,0.138563,0.214677,0.031683,0.181105,0.205089,0.084939,0.565775,0.589722,0.439578,0.585294,-0.115060,0.120686,,,,
0.375000,0.562500,0.000000,0.116016,0.276518,0.000000,0.154374,0.222426,0.032330,0.196126,0.212811,0.088157,0.581003,0.597032,0.445061,0.594278,-0.100223,0.122368,,,,
0.437500,0.562500,0.000000,0.160683,0.276518,0.000000,0.173757,0.231925,0.033123,0.214541,0.222277,0.092103,0.598646,0.605757,0.451603,0.604888,-0.083568,0.124361,,,,
0.500000,0.562500,0.000000,0.214041,0.276518,0.000000,0.196912,0.243273,0.034070,0.236539,0.233586,0.096816,0.618445,0.615861,0.459179,0.617042,-0.065531,0.126655,,,,
0.562500,0.562500,0.000000,0.276518,0.276518,0.000000,0.224023,0.256560,0.035180,0.262296,0.246827,0.102334,0.640124,0.627284,0.467743,0.630636,-0.046537,0.129231,,,,
0.625000,0.562500,0.000000,0.348510,0.276518,0.000000,0.255265,0.271871,0.036458,0.291976,0.262085,0.108693,0.663411,0.639952,0.477237,0.645552,-0.026965,0.132070,,,,
0.687500,0.562500,0.000000,0.430393,0.276518,0.000000,0.290798,0.289285,0.037912,0.325734,0.279440,0.115926,0.688052,0.653777,0.487596,0.661666,-0.007133,0.135150,,,,
0.750000,0.562500,0.000000,0.522522,0.276518,0.000000,0.330777,0.308878,0.039548,0.363716,0.298965,0.124064,0.713818,0.668662,0.498748,0.678857,0.012703,0.138448,,,,
0.812500,0.562500,0.000000,0.625232,0.276518,0.000000,0.375348,0.330722,0.041372,0.406060,0.320733,0.133136,0.740509,0.684513,0.510621,0.697004,0.032351,0.141943,,,,
0.875000,0.562500,0.000000,0.738845,0.276518,0.000000,0.424650,0.354884,0.043389,0.452900,0.344812,0.143171,0.767952,0.701231,0.523141,0.715997,0.051671,0.145613,,,,
0.937500,0.562500,0.000000,0.863669,0.276518,0.000000,0.478818,0.381431,0.045606,0.504361,0.371268,0.154197,0.796001,0.718724,0.536239,0.735730,0.070567,0.149437,,,,
1.000000,0.562500,0.000000,1.000000,0.276518,0.000000,0.537979,0.410425,0.048026,0.560566,0.400161,0.166239,0.824535,0.736905,0.549850,0.756108,0.088982,0.153397,,,,
0.000000,0.625000,0.000000,0.000000,0.348510,0.000000,0.131113,0.249238,0.038151,0.186905,0.237227,0.098194,0.571751,0.619044,0.461347,0.609734,-0.164638,0.126183,,,,
0.062500,0.625000,0.000000,0.005156,0.348510,0.000000,0.133350,0.250334,0.038242,0.189031,0.238320,0.098649,0.573911,0.619993,0.462059,0.610938,-0.162351,0.126406,,,,
0.125000,0.625000,0.000000,0.014350,0.348510,0.000000,0.137340,0.252290,0.038406,0.192821,0.240268,0.099461,0.577721,0.621678,0.463324,0.613073,-0.158337,0.126801,,,,
0.187500,0.625000,0.000000,0.029343,0.348510,0.000000,0.143846,0.255478,0.038672,0.199003,0.243446,0.100786,0.583830,0.624407,0.465371,0.616515,-0.151959,0.127439,,,,
0.250000,0.625000,0.000000,0.050876,0.348510,0.000000,0.153191,0.260058,0.039054,0.207880,0.248010,0.102688,0.592385,0.628284,0.468280,0.621381,-0.143143,0.128343,,,,
0.312500,0.625000,0.000000,0.079581,0.348510,0.000000,0.165647,0.266163,0.039564,0.219714,0.254093,0.105223,0.603420,0.633380,0.472103,0.627732,-0.131972,0.129525,,,,
0.375000,0.625000,0.000000,0.116016,0.348510,0.000000,0.181458,0.273911,0.040211,0.234735,0.261815,0.108441,0.616869,0.639732,0.476868,0.635584,-0.118651,0.130991,,,,
0.437500,0.625000,0.000000,0.160683,0.348510,0.000000,0.200841,0.283411,0.041004,0.253150,0.271282,0.112387,0.632595,0.647352,0.482583,0.644917,-0.103475,0.132740,,,,
0.500000,0.625000,0.000000,0.214041,0.348510,0.000000,0.223996,0.294759,0.041951,0.275148,0.282591,0.117100,0.650413,0.656225,0.489236,0.655682,-0.086785,0.134765,,,,
0.562500,0.625000,0.000000,0.276518,0.348510,0.000000,0.251108,0.308046,0.043061,0.300905,0.295832,0.122618,0.670106,0.666318,0.496804,0.667806,-0.068937,0.137054,,,,
0.625000,0.625000,0.000000,0.348510,0.348510,0.000000,0.282349,0.323356,0.044339,0.330586,0.311090,0.128977,0.691451,0.677582,0.505248,0.681203,-0.050269,0.139594,,,,
0.687500,0.625000,0.000000,0.430393,0.348510,0.000000,0.317882,0.340771,0.045793,0.364344,0.328444,0.136210,0.714228,0.689955,0.514521,0.695777,-0.031087,0.142367,,,,
0.750000,0.625000,0.000000,0.522522,0.348510,0.000000,0.357861,0.360364,0.047429,0.402325,0.347970,0.144348,0.738231,0.703365,0.524570,0.711430,-0.011650,0.145357,,,,
0.812500,0.625000,0.000000,0.625232,0.348510,0.000000,0.402432,0.382208,0.049253,0.444670,0.369738,0.153420,0.763272,0.717736,0.535337,0.728061,0.007826,0.148545,,,,
0.875000,0.625000,0.000000,0.738845,0.348510,0.000000,0.451735,0.406370,0.051270,0.491509,0.393817,0.163455,0.789182,0.732990,0.546764,0.745574,0.027177,0.151914,,,,
0.937500,0.625000,0.000000,0.863669,0.348510,0.000000,0.505902,0.432917,0.053487,0.542970,0.420272,0.174481,0.815816,0.749049,0.558791,0.763874,0.046275,0.155445,,,,
1.000000,0.625000,0.000000,1.000000,0.348510,0.000000,0.565063,0.461911,0.055907,0.599176,0.449166,0.186523,0.843046,0.765836,0.571361,0.782876,0.065030,0.159122,,,,
0.000000,0.687500,0.000000,0.000000,0.430393,0.000000,0.161918,0.307797,0.047114,0.230819,0.292964,0.121265,0.613419,0.664158,0.494969,0.654170,-0.176636,0.135379,,,,
0.062500,0.687500,0.000000,0.005156,0.430393,0.000000,0.164156,0.308893,0.047206,0.232945,0.294057,0.121720,0.615296,0.664983,0.495588,0.655217,-0.174647,0.135573,,,,
0.125000,0.687500,0.000000,0.014350,0.430393,0.000000,0.168145,0.310849,0.047369,0.236735,0.296005,0.122532,0.618616,0.666448,0.496688,0.657074,-0.171146,0.135916,,,,
0.187500,0.687500,0.000000,0.029343,0.430393,0.000000,0.174652,0.314037,0.047635,0.242916,0.299183,0.123856,0.623954,0.668825,0.498470,0.660076,-0.165556,0.136473,,,,
0.250000,0.687500,0.000000,0.050876,0.430393,0.000000,0.183996,0.318617,0.048018,0.251794,0.303747,0.125758,0.631464,0.672208,0.501009,0.664331,-0.157775,0.137262,,,,
0.312500,0.687500,0.000000,0.079581,0.430393,0.000000,0.196453,0.324722,0.048527,0.263628,0.309830,0.128294,0.641206,0.676667,0.504354,0.669906,-0.147827,0.138299,,,,
0.375000,0.687500,0.000000,0.116016,0.430393,0.000000,0.212263,0.332470,0.049174,0.278649,0.317552,0.131512,0.653160,0.682242,0.508536,0.676829,-0.135839,0.139589,,,,
0.437500,0.687500,0.000000,0.160683,0.430393,0.000000,0.231646,0.341970,0.049967,0.297064,0.327019,0.135458,0.667242,0.688955,0.513572,0.685100,-0.122020,0.141136,,,,
0.500000,0.687500,0.000000,0.214041,0.430393,0.000000,0.254801,0.353317,0.050915,0.319062,0.338328,0.140171,0.683321,0.696807,0.519460,0.694691,-0.106632,0.142935,,,,
0.562500,0.687500,0.000000,0.276518,0.430393,0.000000,0.281913,0.366605,0.052024,0.344819,0.351569,0.145689,0.701235,0.705781,0.526190,0.705556,-0.089963,0.144980,,,,
0.625000,0.687500,0.000000,0.348510,0.430393,0.000000,0.313154,0.381915,0.053303,0.374500,0.366827,0.152048,0.720804,0.715847,0.533737,0.717632,-0.072304,0.147261,,,,
0.687500,0.687500,0.000000,0.430393,0.430393,0.000000,0.348687,0.399330,0.054757,0.408258,0.384181,0.159281,0.741842,0.726963,0.542069,0.730847,-0.053932,0.149767,,,,
0.750000,0.687500,0.000000,0.522522,0.430393,0.000000,0.388666,0.418923,0.056392,0.446239,0.403707,0.167418,0.764169,0.739075,0.551147,0.745121,-0.035099,0.152483,,,,
0.812500,0.687500,0.000000,0.625232,0.430393,0.000000,0.433237,0.440767,0.058216,0.488584,0.425475,0.176491,0.787613,0.752127,0.560928,0.760374,-0.016019,0.155395,,,,
0.875000,0.687500,0.000000,0.738845,0.430393,0.000000,0.482540,0.464929,0.060234,0.535423,0.449554,0.186526,0.812018,0.766056,0.571364,0.776521,0.003126,0.158488,,,,
0.937500,0.687500,0.000000,0.863669,0.430393,0.000000,0.536707,0.491476,0.062450,0.586884,0.476009,0.197552,0.837242,0.780798,0.582407,0.793484,0.022192,0.161747,,,,
1.000000,0.687500,0.000000,1.000000,0.430393,0.000000,0.595868,0.520470,0.064871,0.643089,0.504903,0.209594,0.863158,0.796286,0.594009,0.811183,0.041064,0.165158,,,,
0.000000,0.750000,0.000000,0.000000,0.522522,0.000000,0.196578,0.373682,0.057199,0.280227,0.355675,0.147222,0.654390,0.708518,0.528029,0.697863,-0.188434,0.144421,,,,
0.062500,0.750000,0.000000,0.005156,0.522522,0.000000,0.198815,0.374779,0.057291,0.282353,0.356767,0.147677,0.656041,0.709243,0.528573,0.698783,-0.186685,0.144592,,,,
0.125000,0.750000,0.000000,0.014350,0.522522,0.000000,0.202805,0.376734,0.057454,0.286143,0.358716,0.148489,0.658963,0.710532,0.529540,0.700417,-0.183599,0.144894,,,,
0.187500,0.750000,0.000000,0.029343,0.522522,0.000000,0.209311,0.379923,0.057720,0.292325,0.361894,0.149814,0.663674,0.712624,0.531109,0.703062,-0.178653,0.145384,,,,
0.250000,0.750000,0.000000,0.050876,0.522522,0.000000,0.218655,0.384502,0.058103,0.301202,0.366457,0.151716,0.670326,0.715607,0.533347,0.706820,-0.171734,0.146080,,,,
0.312500,0.750000,0.000000,0.079581,0.522522,0.000000,0.231112,0.390607,0.058612,0.313036,0.372541,0.154251,0.678992,0.719545,0.536302,0.711757,-0.162825,0.146998,,,,
0.375000,0.750000,0.000000,0.116016,0.522522,0.000000,0.246923,0.398356,0.059259,0.328057,0.380263,0.157470,0.689684,0.724483,0.540006,0.717911,-0.152002,0.148143,,,,
0.437500,0.750000,0.000000,0.160683,0.522522,0.000000,0.266306,0.407855,0.060053,0.346472,0.389730,0.161415,0.702354,0.730445,0.544479,0.725291,-0.139407,0.149521,,,,
0.500000,0.750000,0.000000,0.214041,0.522522,0.000000,0.289461,0.419203,0.061000,0.368470,0.401038,0.166128,0.716915,0.737443,0.549728,0.733888,-0.125237,0.151130,,,,
0.562500,0.750000,0.000000,0.276518,0.522522,0.000000,0.316573,0.432490,0.062109,0.394227,0.414280,0.171646,0.733245,0.745472,0.555749,0.743671,-0.109723,0.152967,,,,
0.625000,0.750000,0.000000,0.348510,0.522522,0.000000,0.347814,0.447801,0.063388,0.423908,0.429538,0.178006,0.751203,0.754514,0.562528,0.754599,-0.093108,0.155025,,,,
0.687500,0.750000,0.000000,0.430393,0.522522,0.000000,0.383347,0.465215,0.064842,0.457666,0.446892,0.185238,0.770636,0.764541,0.570046,0.766616,-0.075635,0.157296,,,,
0.750000,0.750000,0.000000,0.522522,0.522522,0.000000,0.423326,0.484809,0.066478,0.495647,0.466417,0.193376,0.791391,0.775517,0.578275,0.779661,-0.057535,0.159770,,,,
0.812500,0.750000,0.000000,0.625232,0.522522,0.000000,0.467897,0.506652,0.068301,0.537992,0.488186,0.202448,0.813315,0.787399,0.587180,0.793668,-0.039015,0.162435,,,,
0.875000,0.750000,0.000000,0.738845,0.522522,0.000000,0.517199,0.530815,0.070319,0.584831,0.512265,0.212483,0.836264,0.800138,0.596726,0.808569,-0.020258,0.165278,,,,
0.937500,0.750000,0.000000,0.863669,0.522522,0.000000,0.571367,0.557361,0.072535,0.636292,0.538720,0.223509,0.860107,0.813681,0.606874,0.824293,-0.001419,0.168289,,,,
1.000000,0.750000,0.000000,1.000000,0.522522,0.000000,0.630528,0.586355,0.074956,0.692498,0.567614,0.235551,0.884720,0.827976,0.617583,0.840774,0.017375,0.171453,,,,
0.000000,0.812500,0.000000,0.000000,0.625232,0.000000,0.235218,0.447136,0.068443,0.335311,0.425588,0.176161,0.694730,0.752194,0.560578,0.740881,-0.200050,0.153324,,,,
0.062500,0.812500,0.000000,0.005156,0.625232,0.000000,0.237456,0.448232,0.068534,0.337436,0.426681,0.176616,0.696194,0.752837,0.561061,0.741698,-0.198497,0.153475,,,,
0.125000,0.812500,0.000000,0.014350,0.625232,0.000000,0.241445,0.450187,0.068698,0.341227,0.428630,0.177428,0.698792,0.753982,0.561920,0.743149,-0.195752,0.153744,,,,
0.187500,0.812500,0.000000,0.029343,0.625232,0.000000,0.247952,0.453376,0.068964,0.347408,0.431807,0.178753,0.702986,0.755840,0.563314,0.745501,-0.191342,0.154179,,,,
0.250000,0.812500,0.000000,0.050876,0.625232,0.000000,0.257296,0.457956,0.069346,0.356285,0.436371,0.180655,0.708923,0.758494,0.565305,0.748849,-0.185145,0.154799,,,,
0.312500,0.812500,0.000000,0.079581,0.625232,0.000000,0.269753,0.464060,0.069856,0.368120,0.442455,0.183190,0.716687,0.762002,0.567938,0.753256,-0.177124,0.155617,,,,
0.375000,0.812500,0.000000,0.116016,0.625232,0.000000,0.285563,0.471809,0.070503,0.383141,0.450177,0.186408,0.726306,0.766410,0.571244,0.758765,-0.167314,0.156642,,,,
0.437500,0.812500,0.000000,0.160683,0.625232,0.000000,0.304946,0.481308,0.071296,0.401555,0.459643,0.190354,0.737760,0.771745,0.575246,0.765393,-0.155811,0.157877,,,,
0.500000,0.812500,0.000000,0.214041,0.625232,0.000000,0.328101,0.492656,0.072243,0.423553,0.470952,0.195067,0.750993,0.778023,0.579955,0.773141,-0.142762,0.159325,,,,
0.562500,0.812500,0.000000,0.276518,0.625232,0.000000,0.355213,0.505943,0.073353,0.449311,0.484193,0.200585,0.765918,0.785247,0.585373,0.781993,-0.128346,0.160984,,,,
0.625000,0.812500,0.000000,0.348510,0.625232,0.000000,0.386454,0.521254,0.074631,0.478991,0.499451,0.206944,0.782424,0.793410,0.591495,0.791920,-0.112764,0.162849,,,,
0.687500,0.812500,0.000000,0.430393,0.625232,0.000000,0.421987,0.538669,0.076085,0.512749,0.516805,0.214177,0.800390,0.802495,0.598307,0.802883,-0.096225,0.164915,,,,
0.750000,0.812500,0.000000,0.522522,0.625232,0.000000,0.461966,0.558262,0.077721,0.550731,0.536331,0.222315,0.819684,0.812477,0.605791,0.814835,-0.078933,0.167175,,,,
0.812500,0.812500,0.000000,0.625232,0.625232,0.000000,0.506537,0.580105,0.079545,0.593075,0.558099,0.231387,0.840175,0.823323,0.613922,0.827722,-0.061081,0.169619,,,,
0.875000,0.812500,0.000000,0.738845,0.625232,0.000000,0.555840,0.604268,0.081562,0.639914,0.582178,0.241422,0.861735,0.834998,0.622672,0.841489,-0.042847,0.172237,,,,
0.937500,0.812500,0.000000,0.863669,0.625232,0.000000,0.610007,0.630815,0.083779,0.691376,0.608633,0.252448,0.884242,0.847459,0.632010,0.856077,-0.024385,0.175021,,,,
1.000000,0.812500,0.000000,1.000000,0.625232,0.000000,0.669168,0.659809,0.086199,0.747581,0.637527,0.264490,0.907582,0.860663,0.641903,0.871427,-0.005830,0.177958,,,,
0.000000,0.875000,0.000000,0.000000,0.738845,0.000000,0.277961,0.528386,0.080880,0.396241,0.502924,0.208172,0.734491,0.795244,0.592662,0.783284,-0.211499,0.162099,,,,
0.062500,0.875000,0.000000,0.005156,0.738845,0.000000,0.280198,0.529483,0.080971,0.398367,0.504016,0.208627,0.735802,0.795820,0.593094,0.784015,-0.210109,0.162235,,,,
0.125000,0.875000,0.000000,0.014350,0.738845,0.000000,0.284188,0.531438,0.081135,0.402157,0.505965,0.209439,0.738128,0.796844,0.593862,0.785315,-0.207649,0.162475,,,,
0.187500,0.875000,0.000000,0.029343,0.738845,0.000000,0.290694,0.534627,0.081401,0.408338,0.509142,0.210763,0.741891,0.798509,0.595112,0.787422,-0.203687,0.162865,,,,
0.250000,0.875000,0.000000,0.050876,0.738845,0.000000,0.300038,0.539206,0.081783,0.417216,0.513706,0.212665,0.747229,0.800888,0.596896,0.790426,-0.198102,0.163421,,,,
0.312500,0.875000,0.000000,0.079581,0.738845,0.000000,0.312495,0.545311,0.082293,0.429050,0.519790,0.215201,0.754228,0.804037,0.599259,0.794389,-0.190842,0.164156,,,,
0.375000,0.875000,0.000000,0.116016,0.738845,0.000000,0.328306,0.553060,0.082940,0.444071,0.527512,0.218419,0.762929,0.807999,0.602232,0.799352,-0.181915,0.165079,,,,
0.437500,0.875000,0.000000,0.160683,0.738845,0.000000,0.347689,0.562559,0.083733,0.462486,0.536978,0.222365,0.773332,0.812804,0.605836,0.805340,-0.171383,0.166193,,,,
0.500000,0.875000,0.000000,0.214041,0.738845,0.000000,0.370844,0.573907,0.084680,0.484484,0.548287,0.227078,0.785404,0.818470,0.610087,0.812360,-0.159352,0.167503,,,,
0.562500,0.875000,0.000000,0.276518,0.738845,0.000000,0.397955,0.587194,0.085790,0.510241,0.561528,0.232596,0.799083,0.825006,0.614989,0.820406,-0.145962,0.169008,,,,
0.625000,0.875000,0.000000,0.348510,0.738845,0.000000,0.429197,0.602505,0.087068,0.539921,0.576786,0.238955,0.814286,0.832412,0.620543,0.829460,-0.131375,0.170706,,,,
0.687500,0.875000,0.000000,0.430393,0.738845,0.000000,0.464730,0.619919,0.088522,0.573679,0.594141,0.246188,0.830915,0.840678,0.626742,0.839495,-0.115767,0.172593,,,,
0.750000,0.875000,0.000000,0.522522,0.738845,0.000000,0.504709,0.639513,0.090158,0.611661,0.613666,0.254325,0.848862,0.849788,0.633573,0.850474,-0.099316,0.174663,,,,
0.812500,0.875000,0.000000,0.625232,0.738845,0.000000,0.549280,0.661356,0.091982,0.654005,0.635434,0.263398,0.868015,0.859720,0.641019,0.862356,-0.082198,0.176910,,,,
0.875000,0.875000,0.000000,0.738845,0.738845,0.000000,0.598582,0.685519,0.093999,0.700845,0.659513,0.273433,0.888261,0.870445,0.649058,0.875096,-0.064577,0.179327,,,,
0.937500,0.875000,0.000000,0.863669,0.738845,0.000000,0.652750,0.712065,0.096216,0.752306,0.685969,0.284459,0.909491,0.881931,0.657668,0.888644,-0.046604,0.181904,,,,
1.000000,0.875000,0.000000,1.000000,0.738845,0.000000,0.711911,0.741059,0.098636,0.808511,0.714862,0.296501,0.931598,0.894144,0.666820,0.902952,-0.028413,0.184632,,,,
0.000000,0.937500,0.000000,0.000000,0.863669,0.000000,0.324921,0.617655,0.094544,0.463184,0.587890,0.243341,0.773721,0.837720,0.624317,0.825121,-0.222796,0.170757,,,,
0.062500,0.937500,0.000000,0.005156,0.863669,0.000000,0.327158,0.618751,0.094636,0.465310,0.588983,0.243797,0.774903,0.838238,0.624706,0.825780,-0.221543,0.170879,,,,
0.125000,0.937500,0.000000,0.014350,0.863669,0.000000,0.331148,0.620707,0.094799,0.469100,0.590931,0.244609,0.777002,0.839162,0.625399,0.826951,-0.219322,0.171096,,,,
0.187500,0.937500,0.000000,0.029343,0.863669,0.000000,0.337654,0.623895,0.095065,0.475281,0.594109,0.245933,0.780399,0.840663,0.626526,0.828853,-0.215741,0.171448,,,,
0.250000,0.937500,0.000000,0.050876,0.863669,0.000000,0.346998,0.628475,0.095447,0.484159,0.598673,0.247835,0.785228,0.842810,0.628137,0.831567,-0.210678,0.171950,,,,
0.312500,0.937500,0.000000,0.079581,0.863669,0.000000,0.359455,0.634580,0.095957,0.495993,0.604756,0.250371,0.791575,0.845656,0.630272,0.835152,-0.204073,0.172615,,,,
0.375000,0.937500,0.000000,0.116016,0.863669,0.000000,0.375266,0.642328,0.096604,0.511014,0.612478,0.253589,0.799486,0.849240,0.632961,0.839650,-0.195918,0.173450,,,,
0.437500,0.937500,0.000000,0.160683,0.863669,0.000000,0.394649,0.651828,0.097397,0.529429,0.621945,0.257534,0.808976,0.853593,0.636226,0.845089,-0.186248,0.174462,,,,
0.500000,0.937500,0.000000,0.214041,0.863669,0.000000,0.417804,0.663175,0.098345,0.551427,0.633254,0.262247,0.820029,0.858735,0.640084,0.851480,-0.175137,0.175653,,,,
0.562500,0.937500,0.000000,0.276518,0.863669,0.000000,0.444916,0.676463,0.099454,0.577184,0.646495,0.267766,0.832603,0.864679,0.644543,0.858826,-0.162694,0.177025,,,,
0.625000,0.937500,0.000000,0.348510,0.863669,0.000000,0.476157,0.691773,0.100732,0.606865,0.661753,0.274125,0.846637,0.871429,0.649605,0.867115,-0.149047,0.178576,,,,
0.687500,0.937500,0.000000,0.430393,0.863669,0.000000,0.511690,0.709188,0.102186,0.640623,0.679107,0.281357,0.862053,0.878981,0.655269,0.876330,-0.134345,0.180306,,,,
0.750000,0.937500,0.000000,0.522522,0.863669,0.000000,0.551669,0.728781,0.103822,0.678604,0.698633,0.289495,0.878764,0.887326,0.661526,0.886443,-0.118739,0.182209,,,,
