R,G,B,R',G',B',X,Y,Z,L',M',S',L,M,S,L,a,b
0.500000,0.500000,0.000000,0.214041,0.214041,0.000000,0.173408,0.198593,0.027231,0.201743,0.191557,0.082543,0.586498,0.576456,0.435405,0.579144,-0.043694,0.114325
0.562500,0.500000,0.000000,0.276518,0.214041,0.000000,0.200519,0.211880,0.028341,0.227534,0.204860,0.088378,0.610495,0.589503,0.445432,0.594507,-0.023394,0.117050
0.625000,0.500000,0.000000,0.348510,0.214041,0.000000,0.231760,0.227191,0.029619,0.257253,0.220189,0.095102,0.635995,0.603854,0.456454,0.611218,-0.002843,0.120031
0.687500,0.500000,0.000000,0.430393,0.214041,0.000000,0.267294,0.244605,0.031073,0.291055,0.237624,0.102750,0.662713,0.619389,0.468375,0.629122,0.017648,0.123243
0.750000,0.500000,0.000000,0.522522,0.214041,0.000000,0.307273,0.264198,0.032709,0.329087,0.257241,0.111355,0.690404,0.635985,0.481101,0.648068,0.037853,0.126660
0.812500,0.500000,0.000000,0.625232,0.214041,0.000000,0.351844,0.286042,0.034533,0.371487,0.279110,0.120948,0.718866,0.653520,0.494538,0.667919,0.057618,0.130258
0.875000,0.500000,0.000000,0.738845,0.214041,0.000000,0.401146,0.310204,0.036550,0.418387,0.303302,0.131559,0.747928,0.671880,0.508597,0.688549,0.076848,0.134013
0.937500,0.500000,0.000000,0.863669,0.214041,0.000000,0.455313,0.336751,0.038766,0.469916,0.329880,0.143218,0.777452,0.690959,0.523198,0.709845,0.095491,0.137905
1.000000,0.500000,0.000000,1.000000,0.214041,0.000000,0.514474,0.365745,0.041187,0.526195,0.358909,0.155951,0.807326,0.710659,0.538265,0.731705,0.113527,0.141915
0.000000,0.562500,0.000000,0.000000,0.276518,0.000000,0.104029,0.197752,0.030270,0.146480,0.188593,0.080810,0.527141,0.573467,0.432336,0.564292,-0.155226,0.112929
0.062500,0.562500,0.000000,0.005156,0.276518,0.000000,0.106266,0.198849,0.030361,0.148609,0.189690,0.081291,0.529682,0.574577,0.433193,0.565705,-0.152511,0.113171
0.125000,0.562500,0.000000,0.014350,0.276518,0.000000,0.110256,0.200804,0.030525,0.152404,0.191648,0.082150,0.534153,0.576547,0.434713,0.568203,-0.147765,0.113600
0.187500,0.562500,0.000000,0.029343,0.276518,0.000000,0.116762,0.203993,0.030791,0.158594,0.194841,0.083550,0.541288,0.579731,0.437169,0.572221,-0.140277,0.114291
0.250000,0.562500,0.000000,0.050876,0.276518,0.000000,0.126106,0.208572,0.031173,0.167483,0.199426,0.085562,0.551218,0.584243,0.440649,0.577878,-0.130027,0.115266
0.312500,0.562500,0.000000,0.079581,0.276518,0.000000,0.138563,0.214677,0.031683,0.179333,0.205538,0.088243,0.563923,0.590152,0.445204,0.585222,-0.117194,0.116536
0.375000,0.562500,0.000000,0.116016,0.276518,0.000000,0.154374,0.222426,0.032330,0.194373,0.213296,0.091646,0.579267,0.597485,0.450855,0.594248,-0.102107,0.118104
0.437500,0.562500,0.000000,0.160683,0.276518,0.000000,0.173757,0.231925,0.033123,0.212812,0.222806,0.095817,0.597033,0.606237,0.457595,0.604905,-0.085182,0.119965
0.500000,0.562500,0.000000,0.214041,0.276518,0.000000,0.196912,0.243273,0.034070,0.234839,0.234168,0.100801,0.616959,0.616371,0.465395,0.617110,-0.066865,0.122106
0.562500,0.562500,0.000000,0.276518,0.276518,0.000000,0.224023,0.256560,0.035180,0.260630,0.247471,0.106636,0.638765,0.627829,0.474208,0.630756,-0.047588,0.124513
0.625000,0.562500,0.000000,0.348510,0.276518,0.000000,0.255265,0.271871,0.036458,0.290349,0.262800,0.113360,0.662176,0.640533,0.483972,0.645726,-0.027736,0.127168
0.687500,0.562500,0.000000,0.430393,0.276518,0.000000,0.290798,0.289285,0.037912,0.324151,0.280235,0.121008,0.686935,0.654396,0.494620,0.661895,-0.007632,0.130050
0.750000,0.562500,0.000000,0.522522,0.276518,0.000000,0.330777,0.308878,0.039548,0.362183,0.299851,0.129613,0.712813,0.669322,0.506077,0.679140,0.012468,0.133140
0.812500,0.562500,0.000000,0.625232,0.276518,0.000000,0.375348,0.330722,0.041372,0.404582,0.321721,0.139206,0.739609,0.685214,0.518266,0.697342,0.032367,0.136416
0.875000,0.562500,0.000000,0.738845,0.276518,0.000000,0.424650,0.354884,0.043389,0.451483,0.345912,0.149818,0.767150,0.701976,0.531114,0.716388,0.051926,0.139860
0.937500,0.562500,0.000000,0.863669,0.276518,0.000000,0.478818,0.381431,0.045606,0.503012,0.372491,0.161476,0.795291,0.719513,0.544548,0.736173,0.071051,0.143453
1.000000,0.562500,0.000000,1.000000,0.276518,0.000000,0.537979,0.410425,0.048026,0.559291,0.401519,0.174209,0.823909,0.737738,0.558501,0.756603,0.089683,0.147177
0.000000,0.625000,0.000000,0.000000,0.348510,0.000000,0.131113,0.249238,0.038151,0.184617,0.237694,0.101849,0.569409,0.619449,0.467002,0.609539,-0.167672,0.121984
0.062500,0.625000,0.000000,0.005156,0.348510,0.000000,0.133350,0.250334,0.038242,0.186746,0.238791,0.102330,0.571589,0.620402,0.467737,0.610750,-0.165342,0.122192
0.125000,0.625000,0.000000,0.014350,0.348510,0.000000,0.137340,0.252290,0.038406,0.190541,0.240749,0.103189,0.575435,0.622092,0.469042,0.612896,-0.161252,0.122560
0.187500,0.625000,0.000000,0.029343,0.348510,0.000000,0.143846,0.255478,0.038672,0.196730,0.243942,0.104589,0.581599,0.624830,0.471154,0.616358,-0.154756,0.123154
0.250000,0.625000,0.000000,0.050876,0.348510,0.000000,0.153191,0.260058,0.039054,0.205619,0.248527,0.106601,0.590230,0.628720,0.474155,0.621249,-0.145780,0.123997
0.312500,0.625000,0.000000,0.079581,0.348510,0.000000,0.165647,0.266163,0.039564,0.217469,0.254639,0.109282,0.601357,0.633833,0.478097,0.627632,-0.134410,0.125099
0.375000,0.625000,0.000000,0.116016,0.348510,0.000000,0.181458,0.273911,0.040211,0.232510,0.262397,0.112685,0.614913,0.640205,0.483009,0.635523,-0.120860,0.126466
0.437500,0.625000,0.000000,0.160683,0.348510,0.000000,0.200841,0.283411,0.041004,0.250949,0.271907,0.116857,0.630756,0.647849,0.488897,0.644899,-0.105431,0.128097
0.500000,0.625000,0.000000,0.214041,0.348510,0.000000,0.223996,0.294759,0.041951,0.272976,0.283269,0.121840,0.648696,0.656749,0.495751,0.655710,-0.088474,0.129987
0.562500,0.625000,0.000000,0.276518,0.348510,0.000000,0.251108,0.308046,0.043061,0.298767,0.296572,0.127676,0.668514,0.666873,0.503542,0.667884,-0.070350,0.132124
0.625000,0.625000,0.000000,0.348510,0.348510,0.000000,0.282349,0.323356,0.044339,0.328486,0.311901,0.134400,0.689984,0.678170,0.512231,0.681332,-0.051404,0.134497
0.687500,0.625000,0.000000,0.430393,0.348510,0.000000,0.317882,0.340771,0.045793,0.362288,0.329336,0.142047,0.712883,0.690578,0.521768,0.695960,-0.031947,0.137090
0.750000,0.625000,0.000000,0.522522,0.348510,0.000000,0.357861,0.360364,0.047429,0.400320,0.348952,0.150652,0.737002,0.704026,0.532098,0.711666,-0.012242,0.139888
0.812500,0.625000,0.000000,0.625232,0.348510,0.000000,0.402432,0.382208,0.049253,0.442719,0.370822,0.160245,0.762154,0.718437,0.543161,0.728351,0.007495,0.142874
0.875000,0.625000,0.000000,0.738845,0.348510,0.000000,0.451735,0.406370,0.051270,0.489620,0.395013,0.170857,0.788170,0.733732,0.554895,0.745917,0.027096,0.146031
0.937500,0.625000,0.000000,0.863669,0.348510,0.000000,0.505902,0.432917,0.053487,0.541149,0.421592,0.182515,0.814902,0.749832,0.567239,0.764270,0.046434,0.149344
1.000000,0.625000,0.000000,1.000000,0.348510,0.000000,0.565063,0.461911,0.055907,0.597428,0.450620,0.195248,0.842226,0.766661,0.580135,0.783324,0.065418,0.152797
0.000000,0.687500,0.000000,0.000000,0.430393,0.000000,0.161918,0.307797,0.047114,0.227994,0.293540,0.125778,0.610906,0.664593,0.501036,0.653960,-0.179892,0.130874
0.062500,0.687500,0.000000,0.005156,0.430393,0.000000,0.164156,0.308893,0.047206,0.230122,0.294638,0.126260,0.612801,0.665421,0.501674,0.655013,-0.177865,0.131055
0.125000,0.687500,0.000000,0.014350,0.430393,0.000000,0.168145,0.310849,0.047369,0.233917,0.296596,0.127119,0.616151,0.666891,0.502809,0.656881,-0.174297,0.131375
0.187500,0.687500,0.000000,0.029343,0.430393,0.000000,0.174652,0.314037,0.047635,0.240107,0.299788,0.128519,0.621538,0.669275,0.504649,0.659899,-0.168603,0.131893
0.250000,0.687500,0.000000,0.050876,0.430393,0.000000,0.183996,0.318617,0.048018,0.248996,0.304373,0.130530,0.629116,0.672670,0.507268,0.664177,-0.160680,0.132629
0.312500,0.687500,0.000000,0.079581,0.430393,0.000000,0.196453,0.324722,0.048527,0.260846,0.310485,0.133211,0.638942,0.677143,0.510717,0.669781,-0.150553,0.133595
0.375000,0.687500,0.000000,0.116016,0.430393,0.000000,0.212263,0.332470,0.049174,0.275886,0.318243,0.136614,0.650994,0.682736,0.515029,0.676739,-0.138355,0.134798
0.437500,0.687500,0.000000,0.160683,0.430393,0.000000,0.231646,0.341970,0.049967,0.294325,0.327754,0.140786,0.665185,0.689471,0.520220,0.685049,-0.124301,0.136240
0.500000,0.687500,0.000000,0.214041,0.430393,0.000000,0.254801,0.353317,0.050915,0.316352,0.339115,0.145770,0.681381,0.697347,0.526287,0.694684,-0.108660,0.137919
0.562500,0.687500,0.000000,0.276518,0.430393,0.000000,0.281913,0.366605,0.052024,0.342143,0.352418,0.151605,0.699416,0.706349,0.533218,0.705595,-0.091725,0.139828
0.625000,0.687500,0.000000,0.348510,0.430393,0.000000,0.313154,0.381915,0.053303,0.371862,0.367747,0.158329,0.719108,0.716446,0.540987,0.717720,-0.073795,0.141958
0.687500,0.687500,0.000000,0.430393,0.430393,0.000000,0.348687,0.399330,0.054757,0.405664,0.385182,0.165977,0.740268,0.727594,0.549561,0.730986,-0.055150,0.144299
0.750000,0.687500,0.000000,0.522522,0.430393,0.000000,0.388666,0.418923,0.056392,0.443696,0.404799,0.174582,0.762714,0.739741,0.558899,0.745312,-0.036046,0.146838
0.812500,0.687500,0.000000,0.625232,0.430393,0.000000,0.433237,0.440767,0.058216,0.486096,0.426669,0.184175,0.786274,0.752830,0.568954,0.760617,-0.016702,0.149563
0.875000,0.687500,0.000000,0.738845,0.430393,0.000000,0.482540,0.464929,0.060234,0.532996,0.450860,0.194786,0.810789,0.766797,0.579677,0.776818,0.002701,0.152459
0.937500,0.687500,0.000000,0.863669,0.430393,0.000000,0.536707,0.491476,0.062450,0.584525,0.477438,0.206445,0.836118,0.781578,0.591019,0.793832,0.022015,0.155514
1.000000,0.687500,0.000000,1.000000,0.430393,0.000000,0.595868,0.520470,0.064871,0.640804,0.506467,0.219178,0.862135,0.797108,0.602928,0.811584,0.041127,0.158713
0.000000,0.750000,0.000000,0.000000,0.522522,0.000000,0.196578,0.373682,0.057199,0.276797,0.356374,0.152702,0.651709,0.708982,0.534501,0.697639,-0.191907,0.139615
0.062500,0.750000,0.000000,0.005156,0.522522,0.000000,0.198815,0.374779,0.057291,0.278925,0.357472,0.153184,0.653375,0.709710,0.535062,0.698565,-0.190125,0.139774
0.125000,0.750000,0.000000,0.014350,0.522522,0.000000,0.202805,0.376734,0.057454,0.282721,0.359430,0.154042,0.656325,0.711003,0.536060,0.700208,-0.186980,0.140056
0.187500,0.750000,0.000000,0.029343,0.522522,0.000000,0.209311,0.379923,0.057720,0.288910,0.362622,0.155443,0.661080,0.713102,0.537679,0.702868,-0.181942,0.140512
0.250000,0.750000,0.000000,0.050876,0.522522,0.000000,0.218655,0.384502,0.058103,0.297799,0.367207,0.157454,0.667792,0.716095,0.539988,0.706646,-0.174895,0.141161
0.312500,0.750000,0.000000,0.079581,0.522522,0.000000,0.231112,0.390607,0.058612,0.309649,0.373319,0.160135,0.676534,0.720046,0.543036,0.711609,-0.165825,0.142016
0.375000,0.750000,0.000000,0.116016,0.522522,0.000000,0.246923,0.398356,0.059259,0.324690,0.381077,0.163538,0.687315,0.724999,0.546856,0.717794,-0.154809,0.143084
0.437500,0.750000,0.000000,0.160683,0.522522,0.000000,0.266306,0.407855,0.060053,0.343128,0.390588,0.167710,0.700087,0.730981,0.551467,0.725210,-0.141996,0.144369
0.500000,0.750000,0.000000,0.214041,0.522522,0.000000,0.289461,0.419203,0.061000,0.365155,0.401949,0.172693,0.714758,0.738001,0.556876,0.733847,-0.127588,0.145869
0.562500,0.750000,0.000000,0.276518,0.522522,0.000000,0.316573,0.432490,0.062109,0.390946,0.415252,0.178529,0.731205,0.746055,0.563079,0.743675,-0.111821,0.147583
0.625000,0.750000,0.000000,0.348510,0.522522,0.000000,0.347814,0.447801,0.063388,0.420665,0.430581,0.185253,0.749283,0.755124,0.570061,0.754648,-0.094943,0.149505
0.687500,0.750000,0.000000,0.430393,0.522522,0.000000,0.383347,0.465215,0.064842,0.454468,0.448016,0.192901,0.768837,0.765182,0.577800,0.766714,-0.077203,0.151625
0.750000,0.750000,0.000000,0.522522,0.522522,0.000000,0.423326,0.484809,0.066478,0.492499,0.467633,0.201505,0.789712,0.776191,0.586267,0.779810,-0.058834,0.153937
0.812500,0.750000,0.000000,0.625232,0.522522,0.000000,0.467897,0.506652,0.068301,0.534899,0.489503,0.211098,0.811753,0.788107,0.595427,0.793868,-0.040048,0.156428
0.875000,0.750000,0.000000,0.738845,0.522522,0.000000,0.517199,0.530815,0.070319,0.581800,0.513694,0.221710,0.834817,0.800881,0.605241,0.808820,-0.021030,0.159089
0.937500,0.750000,0.000000,0.863669,0.522522,0.000000,0.571367,0.557361,0.072535,0.633328,0.540272,0.233368,0.858769,0.814462,0.615669,0.824596,-0.001936,0.161907
1.000000,0.750000,0.000000,1.000000,0.522522,0.000000,0.630528,0.586355,0.074956,0.689607,0.569301,0.246102,0.883488,0.828795,0.626669,0.841129,0.017105,0.164871
0.000000,0.812500,0.000000,0.000000,0.625232,0.000000,0.235218,0.447136,0.068443,0.331206,0.426425,0.182718,0.691883,0.752687,0.567449,0.740645,-0.203737,0.148222
0.062500,0.812500,0.000000,0.005156,0.625232,0.000000,0.237456,0.448232,0.068534,0.333334,0.427523,0.183200,0.693362,0.753332,0.567948,0.741466,-0.202155,0.148363
0.125000,0.812500,0.000000,0.014350,0.625232,0.000000,0.241445,0.450187,0.068698,0.337129,0.429481,0.184058,0.695983,0.754480,0.568834,0.742925,-0.199358,0.148613
0.187500,0.812500,0.000000,0.029343,0.625232,0.000000,0.247952,0.453376,0.068964,0.343319,0.432673,0.185459,0.700217,0.756345,0.570272,0.745290,-0.194865,0.149018
0.250000,0.812500,0.000000,0.050876,0.625232,0.000000,0.257296,0.457956,0.069346,0.352208,0.437258,0.187470,0.706209,0.759007,0.572327,0.748656,-0.188553,0.149597
0.312500,0.812500,0.000000,0.079581,0.625232,0.000000,0.269753,0.464060,0.069856,0.364058,0.443370,0.190151,0.714041,0.762528,0.575042,0.753087,-0.180385,0.150359
0.375000,0.812500,0.000000,0.116016,0.625232,0.000000,0.285563,0.471809,0.070503,0.379098,0.451128,0.193554,0.723742,0.766949,0.578452,0.758624,-0.170399,0.151314
0.437500,0.812500,0.000000,0.160683,0.625232,0.000000,0.304946,0.481308,0.071296,0.397537,0.460639,0.197726,0.735291,0.772301,0.582579,0.765285,-0.158695,0.152466
0.500000,0.812500,0.000000,0.214041,0.625232,0.000000,0.328101,0.492656,0.072243,0.419564,0.472000,0.202709,0.748628,0.778599,0.587433,0.773070,-0.145422,0.153816
0.562500,0.812500,0.000000,0.276518,0.625232,0.000000,0.355213,0.505943,0.073353,0.445355,0.485303,0.208545,0.763664,0.785847,0.593016,0.781963,-0.130766,0.155363
0.625000,0.812500,0.000000,0.348510,0.625232,0.000000,0.386454,0.521254,0.074631,0.475074,0.500632,0.215269,0.780286,0.794035,0.599322,0.791934,-0.114932,0.157103
0.687500,0.812500,0.000000,0.430393,0.625232,0.000000,0.421987,0.538669,0.076085,0.508877,0.518067,0.222917,0.798370,0.803148,0.606337,0.802944,-0.098132,0.159032
0.750000,0.812500,0.000000,0.522522,0.625232,0.000000,0.461966,0.558262,0.077721,0.546908,0.537684,0.231521,0.817783,0.813159,0.614041,0.814943,-0.080576,0.161142
0.812500,0.812500,0.000000,0.625232,0.625232,0.000000,0.506537,0.580105,0.079545,0.589308,0.559554,0.241114,0.838392,0.824038,0.622407,0.827880,-0.062461,0.163426
0.875000,0.812500,0.000000,0.738845,0.625232,0.000000,0.555840,0.604268,0.081562,0.636208,0.583745,0.251726,0.860069,0.835746,0.631407,0.841697,-0.043964,0.165874
0.937500,0.812500,0.000000,0.863669,0.625232,0.000000,0.610007,0.630815,0.083779,0.687737,0.610323,0.263384,0.882689,0.848242,0.641008,0.856336,-0.025244,0.168478
1.000000,0.812500,0.000000,1.000000,0.625232,0.000000,0.669168,0.659809,0.086199,0.744016,0.639352,0.276118,0.906137,0.861483,0.651176,0.871737,-0.006436,0.171227
0.000000,0.875000,0.000000,0.000000,0.738845,0.000000,0.277961,0.528386,0.080880,0.391390,0.503913,0.215921,0.731482,0.795765,0.599926,0.783034,-0.215397,0.156705
0.062500,0.875000,0.000000,0.005156,0.738845,0.000000,0.280198,0.529483,0.080971,0.393519,0.505010,0.216402,0.732805,0.796343,0.600372,0.783769,-0.213981,0.156831
0.125000,0.875000,0.000000,0.014350,0.738845,0.000000,0.284188,0.531438,0.081135,0.397314,0.506968,0.217261,0.735153,0.797371,0.601165,0.785076,-0.211474,0.157055
0.187500,0.875000,0.000000,0.029343,0.738845,0.000000,0.290694,0.534627,0.081401,0.403503,0.510161,0.218661,0.738951,0.799041,0.602454,0.787195,-0.207438,0.157418
0.250000,0.875000,0.000000,0.050876,0.738845,0.000000,0.300038,0.539206,0.081783,0.412393,0.514746,0.220672,0.744338,0.801427,0.604295,0.790215,-0.201749,0.157937
0.312500,0.875000,0.000000,0.079581,0.738845,0.000000,0.312495,0.545311,0.082293,0.424242,0.520858,0.223353,0.751400,0.804587,0.606733,0.794199,-0.194355,0.158622
0.375000,0.875000,0.000000,0.116016,0.738845,0.000000,0.328306,0.553060,0.082940,0.439283,0.528616,0.226756,0.760177,0.808562,0.609799,0.799189,-0.185267,0.159482
0.437500,0.875000,0.000000,0.160683,0.738845,0.000000,0.347689,0.562559,0.083733,0.457722,0.538126,0.230928,0.770668,0.813382,0.613516,0.805207,-0.174548,0.160521
0.500000,0.875000,0.000000,0.214041,0.738845,0.000000,0.370844,0.573907,0.084680,0.479749,0.549488,0.235912,0.782837,0.819067,0.617898,0.812261,-0.162308,0.161742
0.562500,0.875000,0.000000,0.276518,0.738845,0.000000,0.397955,0.587194,0.085790,0.505540,0.562791,0.241747,0.796621,0.825624,0.622951,0.820345,-0.148691,0.163146
0.625000,0.875000,0.000000,0.348510,0.738845,0.000000,0.429197,0.602505,0.087068,0.535259,0.578120,0.248471,0.811935,0.833053,0.628674,0.829441,-0.133863,0.164729
0.687500,0.875000,0.000000,0.430393,0.738845,0.000000,0.464730,0.619919,0.088522,0.569061,0.595555,0.256119,0.828679,0.841345,0.635059,0.839519,-0.118004,0.166490
0.750000,0.875000,0.000000,0.522522,0.738845,0.000000,0.504709,0.639513,0.090158,0.607093,0.615171,0.264724,0.846743,0.850482,0.642093,0.850544,-0.101296,0.168423
0.812500,0.875000,0.000000,0.625232,0.738845,0.000000,0.549280,0.661356,0.091982,0.649492,0.637041,0.274317,0.866014,0.860444,0.649757,0.862474,-0.083917,0.170522
0.875000,0.875000,0.000000,0.738845,0.738845,0.000000,0.598582,0.685519,0.093999,0.696393,0.661232,0.284928,0.886376,0.871200,0.658029,0.875262,-0.066035,0.172779
0.937500,0.875000,0.000000,0.863669,0.738845,0.000000,0.652750,0.712065,0.096216,0.747922,0.687811,0.296587,0.907720,0.882720,0.666885,0.888860,-0.047804,0.175189
1.000000,0.875000,0.000000,1.000000,0.738845,0.000000,0.711911,0.741059,0.098636,0.804201,0.716839,0.309320,0.929940,0.894967,0.676295,0.903218,-0.029358,0.177741
0.000000,0.937500,0.000000,0.000000,0.863669,0.000000,0.324921,0.617655,0.094544,0.457514,0.589046,0.252399,0.770551,0.838268,0.631969,0.824857,-0.226902,0.165075
0.062500,0.937500,0.000000,0.005156,0.863669,0.000000,0.327158,0.618751,0.094636,0.459642,0.590144,0.252881,0.771744,0.838789,0.632371,0.825520,-0.225625,0.165188
0.125000,0.937500,0.000000,0.014350,0.863669,0.000000,0.331148,0.620707,0.094799,0.463438,0.592102,0.253740,0.773862,0.839715,0.633086,0.826698,-0.223363,0.165390
0.187500,0.937500,0.000000,0.029343,0.863669,0.000000,0.337654,0.623895,0.095065,0.469627,0.595294,0.255140,0.777292,0.841222,0.634249,0.828610,-0.219714,0.165718
0.250000,0.937500,0.000000,0.050876,0.863669,0.000000,0.346998,0.628475,0.095447,0.478516,0.599879,0.257151,0.782166,0.843376,0.635911,0.831339,-0.214556,0.166187
0.312500,0.937500,0.000000,0.079581,0.863669,0.000000,0.359455,0.634580,0.095957,0.490366,0.605991,0.259832,0.788570,0.846231,0.638113,0.834943,-0.207830,0.166806
0.375000,0.937500,0.000000,0.116016,0.863669,0.000000,0.375266,0.642328,0.096604,0.505407,0.613749,0.263235,0.796551,0.849827,0.640887,0.839465,-0.199526,0.167585
0.437500,0.937500,0.000000,0.160683,0.863669,0.000000,0.394649,0.651828,0.097397,0.523845,0.623260,0.267407,0.806122,0.854194,0.644255,0.844932,-0.189682,0.168527
0.500000,0.937500,0.000000,0.214041,0.863669,0.000000,0.417804,0.663175,0.098345,0.545872,0.634621,0.272391,0.817266,0.859353,0.648232,0.851355,-0.178377,0.169638
0.562500,0.937500,0.000000,0.276518,0.863669,0.000000,0.444916,0.676463,0.099454,0.571663,0.647924,0.278226,0.829940,0.865316,0.652829,0.858736,-0.165719,0.170917
0.625000,0.937500,0.000000,0.348510,0.863669,0.000000,0.476157,0.691773,0.100732,0.601382,0.663253,0.284950,0.844080,0.872087,0.658046,0.867064,-0.151844,0.172364
0.687500,0.937500,0.000000,0.430393,0.863669,0.000000,0.511690,0.709188,0.102186,0.635185,0.680689,0.292598,0.859607,0.879663,0.663881,0.876321,-0.136899,0.173978
0.750000,0.937500,0.000000,0.522522,0.863669,0.000000,0.551669,0.728781,0.103822,0.673216,0.700305,0.301203,0.876432,0.888033,0.670326,0.886478,-0.121044,0.175754
0.812500,0.937500,0.000000,0.625232,0.863669,0.000000,0.596240,0.750625,0.105646,0.715616,0.722175,0.310796,0.894458,0.897182,0.677368,0.897504,-0.104436,0.177688
0.875000,0.937500,0.000000,0.738845,0.863669,0.000000,0.645542,0.774787,0.107663,0.762517,0.746366,0.321407,0.913587,0.907090,0.684991,0.909362,-0.087227,0.179774
0.937500,0.937500,0.000000,0.863669,0.863669,0.000000,0.699710,0.801334,0.109880,0.814045,0.772944,0.333066,0.933719,0.917732,0.693176,0.922011,-0.069563,0.182008
1.000000,0.937500,0.000000,1.000000,0.863669,0.000000,0.758871,0.830328,0.112301,0.870324,0.801973,0.345799,0.954759,0.929080,0.701899,0.935410,-0.051574,0.184381
0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.376210,0.715152,0.109468,0.529733,0.682028,0.292241,0.809131,0.880239,0.663611,0.866156,-0.238263,0.173340
0.062500,1.000000,0.000000,0.005156,1.000000,0.000000,0.378447,0.716249,0.109560,0.531861,0.683126,0.292722,0.810213,0.880711,0.663975,0.866757,-0.237104,0.173443
0.125000,1.000000,0.000000,0.014350,1.000000,0.000000,0.382437,0.718204,0.109723,0.535657,0.685083,0.293581,0.812136,0.881552,0.664624,0.867826,-0.235050,0.173626
0.187500,1.000000,0.000000,0.029343,1.000000,0.000000,0.388943,0.721393,0.109989,0.541846,0.688276,0.294981,0.815252,0.882919,0.665679,0.869563,-0.231732,0.173924
0.250000,1.000000,0.000000,0.050876,1.000000,0.000000,0.398287,0.725972,0.110371,0.550735,0.692861,0.296993,0.819686,0.884875,0.667188,0.872042,-0.227032,0.174349
